"Weapon","Head","Chest","Gloves","Legs","Feet","Ear","Neck","Wrist","Finger.1","Finger.2","Food","WD","Int","DH","Crit","Det","SS","DPS"
"Windswept Rod (DH+DH)","Rinascita Hood of Casting (Det+Det+Det+DH+SS)","Rinascita Coat of Casting (Crit+Crit+Crit+SS+SS)","Rinascita Armguards of Casting (Det+Det+Det+Det+SS)","Lunar Envoy's Longkilt of Casting (SS+SS)","Rinascita Shoes of Casting (Crit+Crit+Crit+DH+Crit)","Rinascita Earring of Casting (SS+SS+SS+SS+SS)","Rinascita Necklace of Casting (Crit+Crit+Crit+Crit+Crit)","Rinascita Bracelet of Casting (Det+SS+Crit+Crit+Det)","Rinascita Ring of Casting (DH+DH+SS+SS+SS)","Rinascita Ring of Casting (Det+Det+Det+Det+Det)","Garlean Pizza","122","2702","1112","2120","1340","1702","9340.622290428"
"Windswept Rod (Det+Det)","Rinascita Hood of Casting (Det+Det+Det+Det+Det)","Rinascita Coat of Casting (Crit+Crit+Crit+Crit+SS)","Rinascita Armguards of Casting (Det+Det+Det+Det+Det)","Lunar Envoy's Longkilt of Casting (Det+Det)","Rinascita Shoes of Casting (Crit+Crit+Crit+Det+Det)","Rinascita Earring of Casting (Det+Det+Det+Det+Det)","Rinascita Necklace of Casting (Crit+Crit+Crit+Crit+Det)","Rinascita Bracelet of Casting (Crit+Crit+Crit+Crit+Det)","Rinascita Ring of Casting (DH+SS+Det+Det+SS)","Rinascita Ring of Casting (DH+DH+DH+DH+DH)","Garlean Pizza","122","2702","1088","2180","1544","1453","9339.1212296525"
"Windswept Rod (Det+Det)","Rinascita Hood of Casting (Det+Det+Det+Det+Det)","Rinascita Coat of Casting (Crit+Crit+Crit+Crit+SS)","Rinascita Armguards of Casting (Det+Det+Det+Det+Det)","Lunar Envoy's Longkilt of Casting (Det+Det)","Rinascita Shoes of Casting (Crit+Crit+Det+Crit+Crit)","Rinascita Earring of Casting (Det+Det+Det+Det+Det)","Rinascita Necklace of Casting (Crit+Crit+Crit+Crit+Det)","Rinascita Bracelet of Casting (Crit+Crit+Crit+Crit+Det)","Rinascita Ring of Casting (DH+SS+DH+Det+SS)","Rinascita Ring of Casting (DH+DH+DH+DH+DH)","Garlean Pizza","122","2702","1100","2168","1544","1453","9339.04139388"
"Windswept Rod (DH+DH)","Rinascita Hood of Casting (DH+SS+SS+DH+SS)","Rinascita Coat of Casting (Crit+Crit+Crit+Crit+Crit)","Rinascita Armguards of Casting (DH+SS+SS+DH+SS)","Lunar Envoy's Longkilt of Casting (DH+DH)","Rinascita Shoes of Casting (Crit+Crit+Crit+Crit+Crit)","Rinascita Earring of Casting (DH+SS+SS+SS+SS)","Rinascita Necklace of Casting (DH+Crit+Crit+Crit+Crit)","Rinascita Bracelet of Casting (Crit+Crit+SS+SS+SS)","Rinascita Ring of Casting (Det+Det+DH+Det+SS)","Rinascita Ring of Casting (Det+Det+DH+DH+SS)","Garlean Pizza","122","2702","1292","2168","1112","1702","9338.695921044"
"Windswept Rod (Det+Det)","Rinascita Hood of Casting (Det+Det+Det+Det+Det)","Rinascita Coat of Casting (Crit+Crit+Crit+DH+SS)","Rinascita Armguards of Casting (Det+Det+Det+Det+Det)","Lunar Envoy's Longkilt of Casting (Det+Det)","Rinascita Shoes of Casting (Crit+Crit+Crit+Crit+Crit)","Rinascita Earring of Casting (Det+Det+Det+Det+Det)","Rinascita Necklace of Casting (Crit+Crit+Crit+Crit+Det)","Rinascita Bracelet of Casting (Crit+Crit+Crit+Crit+Det)","Rinascita Ring of Casting (DH+DH+DH+Det+Det)","Rinascita Ring of Casting (DH+DH+DH+Det+Det)","Piennolo Tomato Salad","122","2702","1182","2095","1544","1453","9338.64970676"
"Windswept Rod (SS+SS)","Rinascita Hood of Casting (DH+Det+Det+DH+SS)","Rinascita Coat of Casting (Crit+Crit+Crit+SS+SS)","Rinascita Armguards of Casting (Det+Det+Det+Det+Det)","Lunar Envoy's Longkilt of Casting (SS+SS)","Rinascita Shoes of Casting (Crit+Crit+Crit+DH+Det)","Rinascita Earring of Casting (DH+SS+Det+Det+SS)","Rinascita Necklace of Casting (Crit+Crit+DH+Det+Det)","Rinascita Bracelet of Casting (Det+SS+Crit+Crit+Det)","Rinascita Ring of Casting (DH+Det+Det+Det+Det)","Rinascita Ring of Casting (DH+DH+SS+SS+SS)","Garlean Pizza","122","2702","1160","2072","1340","1702","9338.37304576"
"Windswept Rod (DH+DH)","Rinascita Hood of Casting (DH+SS+SS+Det+SS)","Rinascita Coat of Casting (Crit+Crit+Crit+Crit+Crit)","Rinascita Armguards of Casting (DH+Det+Det+SS+SS)","Lunar Envoy's Longkilt of Casting (DH+DH)","Rinascita Shoes of Casting (DH+Crit+Crit+Crit+Crit)","Rinascita Earring of Casting (DH+Det+Det+SS+SS)","Rinascita Necklace of Casting (Crit+Crit+DH+Crit+Det)","Rinascita Bracelet of Casting (Crit+SS+Crit+Det+Det)","Rinascita Ring of Casting (Det+Det+Det+Det+Det)","Rinascita Ring of Casting (Det+Det+Det+Det+Det)","Garlean Pizza","122","2702","1244","2120","1340","1570","9338.36747896"
"Windswept Rod (DH+DH)","Rinascita Hood of Casting (DH+Det+Det+DH+Det)","Rinascita Coat of Casting (Crit+Crit+Crit+DH+SS)","Rinascita Armguards of Casting (DH+Det+Det+DH+Det)","Lunar Envoy's Longkilt of Casting (DH+DH)","Rinascita Shoes of Casting (Crit+Crit+Crit+Crit+Crit)","Rinascita Earring of Casting (DH+Det+Det+Det+Det)","Rinascita Necklace of Casting (Crit+Det+Det+Det+Det)","Rinascita Bracelet of Casting (Crit+Crit+Crit+Crit+Det)","Rinascita Ring of Casting (Det+Det+DH+Det+Det)","Rinascita Ring of Casting (DH+Det+DH+Det+Det)","Piennolo Tomato Salad","122","2702","1350","2035","1436","1453","9338.21055495"
"Windswept Rod (DH+DH)","Rinascita Hood of Casting (DH+SS+SS+DH+SS)","Rinascita Coat of Casting (Crit+Crit+SS+Crit+SS)","Rinascita Armguards of Casting (DH+SS+SS+DH+SS)","Lunar Envoy's Longkilt of Casting (DH+DH)","Rinascita Shoes of Casting (Crit+Crit+Crit+Crit+Crit)","Rinascita Earring of Casting (SS+SS+DH+Det+Det)","Rinascita Necklace of Casting (Crit+Crit+Crit+Crit+Crit)","Rinascita Bracelet of Casting (Crit+Det+Det+Det+Det)","Rinascita Ring of Casting (Det+Det+DH+Det+Det)","Rinascita Ring of Casting (Det+Det+DH+Det+SS)","Garlean Pizza","122","2702","1220","2120","1232","1702","9337.381849601"
"Windswept Rod (DH+DH)","Rinascita Hood of Casting (DH+SS+SS+DH+SS)","Rinascita Coat of Casting (Crit+Crit+SS+Crit+SS)","Rinascita Armguards of Casting (DH+SS+SS+DH+SS)","Lunar Envoy's Longkilt of Casting (DH+DH)","Rinascita Shoes of Casting (DH+Crit+Crit+Crit+Crit)","Rinascita Earring of Casting (DH+SS+SS+SS+SS)","Rinascita Necklace of Casting (Crit+Det+Crit+Det+Det)","Rinascita Bracelet of Casting (Crit+Crit+Crit+Det+SS)","Rinascita Ring of Casting (Det+Det+DH+Det+Det)","Rinascita Ring of Casting (Det+Det+Det+Det+Det)","Garlean Pizza","122","2702","1268","2072","1232","1702","9334.906795968"
"Windswept Rod (SS+SS)","Rinascita Hood of Casting (SS+SS+SS+SS+SS)","Rinascita Coat of Casting (Crit+Crit+Crit+Crit+Crit)","Rinascita Armguards of Casting (SS+SS+SS+SS+SS)","Lunar Envoy's Longkilt of Casting (SS+SS)","Rinascita Shoes of Casting (Crit+Crit+Crit+DH+DH)","Rinascita Earring of Casting (SS+SS+SS+SS+SS)","Rinascita Necklace of Casting (Crit+Crit+Crit+Crit+Crit)","Rinascita Bracelet of Casting (Crit+Crit+Crit+Crit+Crit)","Rinascita Ring of Casting (Det+SS+Det+Det+SS)","Rinascita Ring of Casting (DH+DH+SS+SS+SS)","Carrot Pudding","122","2702","1040","2177","1113","1935","9333.01128011625"
"Windswept Rod (SS+SS)","Rinascita Hood of Casting (DH+Det+SS+DH+Det)","Rinascita Coat of Casting (Crit+Crit+Crit+DH+SS)","Rinascita Armguards of Casting (Det+Det+Det+Det+SS)","Lunar Envoy's Longkilt of Casting (SS+SS)","Rinascita Shoes of Casting (Crit+Crit+Crit+DH+Crit)","Rinascita Earring of Casting (SS+SS+SS+SS+SS)","Rinascita Necklace of Casting (Crit+Crit+Crit+Det+Det)","Rinascita Bracelet of Casting (Det+Det+SS+SS+SS)","Rinascita Ring of Casting (DH+DH+SS+SS+SS)","Rinascita Ring of Casting (DH+DH+SS+SS+SS)","Garlean Pizza","122","2702","1160","2072","1220","1822","9332.41136736"
"Windswept Rod (SS+SS)","Rinascita Hood of Casting (SS+SS+SS+SS+SS)","Rinascita Coat of Casting (Crit+SS+SS+Crit+Crit)","Rinascita Armguards of Casting (SS+SS+SS+SS+SS)","Lunar Envoy's Longkilt of Casting (SS+SS)","Rinascita Shoes of Casting (Crit+Crit+Crit+Crit+Crit)","Rinascita Earring of Casting (SS+SS+SS+SS+SS)","Rinascita Necklace of Casting (Crit+Crit+Crit+Crit+Crit)","Rinascita Bracelet of Casting (Crit+Crit+SS+SS+SS)","Rinascita Ring of Casting (DH+DH+SS+SS+SS)","Rinascita Ring of Casting (Det+Det+DH+SS+SS)","Piennolo Tomato Salad","122","2702","1086","2035","1028","2125","9332.05299612"
"Windswept Rod (SS+SS)","Rinascita Hood of Casting (SS+SS+SS+SS+SS)","Rinascita Coat of Casting (Crit+SS+SS+DH+Crit)","Rinascita Armguards of Casting (SS+SS+SS+SS+SS)","Lunar Envoy's Longkilt of Casting (SS+SS)","Rinascita Shoes of Casting (Crit+Crit+Crit+Crit+Crit)","Rinascita Earring of Casting (SS+SS+SS+SS+SS)","Rinascita Necklace of Casting (DH+Crit+Crit+Crit+Crit)","Rinascita Bracelet of Casting (Crit+Crit+SS+SS+SS)","Rinascita Ring of Casting (DH+DH+SS+SS+SS)","Rinascita Ring of Casting (Det+Det+DH+SS+SS)","Piennolo Tomato Salad","122","2702","1134","1987","1028","2125","9330.39892863"
"Windswept Rod (DH+DH)","Rinascita Hood of Casting (Det+Det+SS+SS+SS)","Rinascita Coat of Casting (DH+Crit+Crit+Crit+Crit)","Rinascita Armguards of Casting (DH+Det+Det+Det+SS)","Lunar Envoy's Longkilt of Casting (DH+DH)","Rinascita Shoes of Casting (Crit+Crit+Crit+Crit+Crit)","Rinascita Earring of Casting (Det+Det+Det+Det+Det)","Rinascita Necklace of Casting (Crit+Det+Crit+Det+Det)","Rinascita Bracelet of Casting (Det+SS+Det+Det+SS)","Rinascita Ring of Casting (DH+DH+DH+DH+DH)","Rinascita Ring of Casting (DH+DH+DH+DH+Det)","Carrot Pudding","122","2702","1364","1997","1449","1455","9329.15521824"
"Windswept Rod (SS+SS)","Rinascita Hood of Casting (SS+SS+SS+SS+SS)","Rinascita Coat of Casting (Crit+SS+SS+Crit+Crit)","Rinascita Armguards of Casting (SS+SS+SS+Det+SS)","Lunar Envoy's Longkilt of Casting (SS+SS)","Rinascita Shoes of Casting (Crit+Crit+Det+Crit+Det)","Rinascita Earring of Casting (SS+SS+SS+SS+SS)","Rinascita Necklace of Casting (Crit+Crit+Crit+Crit+Det)","Rinascita Bracelet of Casting (Crit+Det+SS+SS+SS)","Rinascita Ring of Casting (Det+Det+SS+SS+SS)","Rinascita Ring of Casting (Det+Det+SS+SS+SS)","Piennolo Tomato Salad","122","2702","1002","1939","1208","2125","9328.600190832"
"Windswept Rod (SS+SS)","Rinascita Hood of Casting (SS+SS+SS+SS+SS)","Rinascita Coat of Casting (Crit+Crit+Crit+Crit+Crit)","Rinascita Armguards of Casting (SS+SS+SS+SS+SS)","Lunar Envoy's Longkilt of Casting (SS+SS)","Rinascita Shoes of Casting (DH+Crit+Det+Crit+Det)","Rinascita Earring of Casting (SS+SS+SS+SS+SS)","Rinascita Necklace of Casting (Crit+Det+DH+DH+Crit)","Rinascita Bracelet of Casting (Crit+Crit+Crit+Crit+SS)","Rinascita Ring of Casting (Det+SS+Det+Det+SS)","Rinascita Ring of Casting (DH+Det+Det+SS+SS)","Carrot Pudding","122","2702","1040","2045","1245","1935","9327.41604601875"
"Windswept Rod (SS+SS)","Rinascita Hood of Casting (SS+SS+SS+SS+SS)","Rinascita Coat of Casting (DH+Crit+Crit+SS+SS)","Rinascita Armguards of Casting (SS+SS+SS+SS+SS)","Lunar Envoy's Longkilt of Casting (SS+SS)","Rinascita Shoes of Casting (Crit+Crit+Crit+Det+Det)","Rinascita Earring of Casting (SS+SS+SS+SS+SS)","Rinascita Necklace of Casting (Crit+Crit+Crit+Crit+Crit)","Rinascita Bracelet of Casting (Det+SS+Crit+Crit+Det)","Rinascita Ring of Casting (DH+SS+DH+DH+SS)","Rinascita Ring of Casting (DH+DH+SS+SS+SS)","Garlean Pizza","122","2702","1112","2072","1028","2053","9326.406742272"
"Windswept Rod (SS+SS)","Rinascita Hood of Casting (SS+SS+SS+SS+SS)","Rinascita Coat of Casting (DH+Crit+SS+Crit+SS)","Rinascita Armguards of Casting (SS+SS+SS+SS+SS)","Lunar Envoy's Longkilt of Casting (SS+SS)","Rinascita Shoes of Casting (DH+Crit+Det+Crit+Det)","Rinascita Earring of Casting (SS+SS+SS+SS+SS)","Rinascita Necklace of Casting (Crit+Crit+Crit+Crit+Det)","Rinascita Bracelet of Casting (Det+Det+SS+SS+SS)","Rinascita Ring of Casting (Det+Det+SS+SS+SS)","Rinascita Ring of Casting (Det+Det+SS+SS+SS)","Piennolo Tomato Salad","122","2702","1074","1855","1232","2113","9324.8541202425"
"Windswept Rod (SS+SS)","Rinascita Hood of Casting (SS+SS+SS+SS+SS)","Rinascita Coat of Casting (Crit+SS+SS+Crit+SS)","Rinascita Armguards of Casting (SS+SS+SS+SS+SS)","Lunar Envoy's Longkilt of Casting (SS+SS)","Rinascita Shoes of Casting (Crit+Crit+Crit+Crit+Crit)","Rinascita Earring of Casting (SS+SS+SS+SS+SS)","Rinascita Necklace of Casting (Crit+Crit+Crit+Crit+Crit)","Rinascita Bracelet of Casting (Det+SS+Crit+Crit+Det)","Rinascita Ring of Casting (Det+SS+Det+Det+SS)","Rinascita Ring of Casting (Det+SS+Det+Det+SS)","Garlean Pizza","122","2702","944","2072","1124","2111","9317.589391664"
