"Weapon","Head","Chest","Gloves","Legs","Feet","Ear","Neck","Wrist","Finger.1","Finger.2","Food","WD","Int","DH","Crit","Det","SS","DPS"
"Windswept Rod (SS+SS)","Rinascita Hood of Casting (SS+SS+SS+SS+SS)","Rinascita Coat of Casting (Crit+Crit+Crit+DH+DH)","Rinascita Armguards of Casting (SS+SS+SS+SS+SS)","Rinascita Poleyns of Casting (SS+SS+SS+SS+SS)","Lunar Envoy's Boots of Casting (Crit+SS)","Rinascita Earring of Casting (SS+SS+SS+SS+SS)","Lunar Envoy's Necklace of Casting (Crit+SS)","Rinascita Bracelet of Casting (Crit+Crit+Crit+Crit+Crit)","Rinascita Ring of Casting (Det+SS+Det+Det+SS)","Rinascita Ring of Casting (DH+DH+DH+SS+SS)","Garlean Pizza","122","2704","1129","2253","1028","1818","9324.0390995625"
"Windswept Rod (DH+DH)","Rinascita Hood of Casting (DH+Det+Det+DH+Det)","Rinascita Coat of Casting (Crit+Crit+Crit+Crit+SS)","Rinascita Armguards of Casting (DH+Det+Det+DH+Det)","Rinascita Poleyns of Casting (Det+SS+SS+DH+DH)","Lunar Envoy's Boots of Casting (Det+Det)","Rinascita Earring of Casting (DH+Det+Det+Det+Det)","Lunar Envoy's Necklace of Casting (DH+Crit)","Rinascita Bracelet of Casting (Crit+Crit+Crit+Det+Det)","Rinascita Ring of Casting (DH+DH+DH+DH+DH)","Rinascita Ring of Casting (DH+DH+DH+DH+DH)","Garlean Pizza","122","2704","1501","2205","1340","1191","9324.0145752"
"Windswept Rod (DH+DH)","Rinascita Hood of Casting (Det+SS+SS+DH+Det)","Rinascita Coat of Casting (Crit+Crit+Crit+DH+SS)","Rinascita Armguards of Casting (Det+Det+Det+DH+Det)","Rinascita Poleyns of Casting (DH+DH+DH+DH+DH)","Lunar Envoy's Boots of Casting (Crit+Det)","Rinascita Earring of Casting (DH+Det+DH+Det+Det)","Lunar Envoy's Necklace of Casting (DH+Crit)","Rinascita Bracelet of Casting (Crit+Crit+Crit+Crit+Crit)","Rinascita Ring of Casting (DH+DH+DH+DH+DH)","Rinascita Ring of Casting (Det+Det+Det+Det+Det)","Garlean Pizza","122","2704","1444","2253","1340","1191","9323.438140575"
"Windswept Rod (DH+DH)","Rinascita Hood of Casting (DH+SS+SS+DH+SS)","Rinascita Coat of Casting (Crit+Crit+Crit+DH+DH)","Rinascita Armguards of Casting (DH+SS+SS+DH+SS)","Rinascita Poleyns of Casting (DH+DH+DH+DH+DH)","Lunar Envoy's Boots of Casting (SS+SS)","Rinascita Earring of Casting (DH+SS+SS+SS+SS)","Lunar Envoy's Necklace of Casting (DH+Crit)","Rinascita Bracelet of Casting (Det+SS+Crit+Det+Det)","Rinascita Ring of Casting (Det+Det+DH+Det+Det)","Rinascita Ring of Casting (Det+Det+DH+Det+Det)","Garlean Pizza","122","2704","1441","2121","1220","1455","9322.319527521"
"Windswept Rod (Det+Det)","Rinascita Hood of Casting (DH+Det+SS+DH+SS)","Rinascita Coat of Casting (Crit+Crit+SS+Crit+Crit)","Rinascita Armguards of Casting (Det+Det+Det+Det+Det)","Rinascita Poleyns of Casting (DH+Det+SS+DH+DH)","Lunar Envoy's Boots of Casting (Det+Det)","Rinascita Earring of Casting (Det+Det+Det+Det+Det)","Lunar Envoy's Necklace of Casting (SS+SS)","Rinascita Bracelet of Casting (Crit+Crit+Crit+Crit+Crit)","Rinascita Ring of Casting (Det+Det+Det+Det+Det)","Rinascita Ring of Casting (DH+DH+DH+DH+DH)","Garlean Pizza","122","2704","1237","2169","1532","1299","9321.711975576"
"Windswept Rod (SS+SS)","Rinascita Hood of Casting (SS+SS+SS+SS+SS)","Rinascita Coat of Casting (Crit+Crit+Crit+SS+SS)","Rinascita Armguards of Casting (SS+SS+SS+SS+SS)","Rinascita Poleyns of Casting (SS+SS+SS+SS+SS)","Lunar Envoy's Boots of Casting (SS+SS)","Rinascita Earring of Casting (SS+SS+SS+SS+SS)","Lunar Envoy's Necklace of Casting (SS+SS)","Rinascita Bracelet of Casting (Crit+Crit+Crit+Crit+SS)","Rinascita Ring of Casting (DH+Det+SS+SS+SS)","Rinascita Ring of Casting (DH+SS+DH+Det+Det)","Garlean Pizza","122","2704","1105","2169","1028","1935","9320.755806936"
"Windswept Rod (SS+SS)","Rinascita Hood of Casting (SS+SS+SS+SS+SS)","Rinascita Coat of Casting (Crit+Crit+Crit+Crit+Crit)","Rinascita Armguards of Casting (SS+SS+SS+SS+SS)","Rinascita Poleyns of Casting (SS+SS+SS+SS+SS)","Lunar Envoy's Boots of Casting (SS+SS)","Rinascita Earring of Casting (SS+SS+SS+SS+SS)","Lunar Envoy's Necklace of Casting (SS+SS)","Rinascita Bracelet of Casting (Crit+Crit+SS+SS+SS)","Rinascita Ring of Casting (Det+Det+SS+SS+SS)","Rinascita Ring of Casting (Det+Det+SS+SS+SS)","Garlean Pizza","122","2704","1021","2169","1112","1935","9320.032704402"
"Windswept Rod (DH+DH)","Rinascita Hood of Casting (DH+SS+SS+DH+SS)","Rinascita Coat of Casting (Crit+Crit+SS+SS+SS)","Rinascita Armguards of Casting (DH+SS+SS+DH+SS)","Rinascita Poleyns of Casting (DH+DH+DH+DH+DH)","Lunar Envoy's Boots of Casting (SS+SS)","Rinascita Earring of Casting (Det+Det+DH+Det+SS)","Lunar Envoy's Necklace of Casting (DH+Crit)","Rinascita Bracelet of Casting (Det+Det+SS+SS+SS)","Rinascita Ring of Casting (Det+Det+Det+Det+Det)","Rinascita Ring of Casting (Det+Det+Det+Det+Det)","Garlean Pizza","122","2704","1369","2073","1340","1455","9319.98508224"
"Windswept Rod (SS+SS)","Rinascita Hood of Casting (SS+SS+SS+SS+SS)","Rinascita Coat of Casting (Crit+Crit+Crit+SS+SS)","Rinascita Armguards of Casting (SS+SS+SS+SS+SS)","Rinascita Poleyns of Casting (SS+SS+SS+SS+SS)","Lunar Envoy's Boots of Casting (SS+SS)","Rinascita Earring of Casting (SS+SS+SS+SS+SS)","Lunar Envoy's Necklace of Casting (SS+SS)","Rinascita Bracelet of Casting (Crit+Det+Crit+Det+SS)","Rinascita Ring of Casting (Det+SS+DH+Det+Det)","Rinascita Ring of Casting (Det+Det+SS+SS+SS)","Carrot Pudding","122","2704","1033","2082","1245","1877","9319.84375929"
"Windswept Rod (DH+DH)","Rinascita Hood of Casting (Det+Det+Det+DH+Det)","Rinascita Coat of Casting (Crit+Crit+Crit+Crit+Crit)","Rinascita Armguards of Casting (Det+Det+Det+Det+SS)","Rinascita Poleyns of Casting (DH+DH+DH+DH+DH)","Lunar Envoy's Boots of Casting (Det+Det)","Rinascita Earring of Casting (DH+Det+DH+Det+Det)","Lunar Envoy's Necklace of Casting (SS+SS)","Rinascita Bracelet of Casting (Crit+Crit+Crit+Crit+Crit)","Rinascita Ring of Casting (DH+DH+DH+DH+DH)","Rinascita Ring of Casting (DH+DH+DH+DH+DH)","Garlean Pizza","122","2704","1492","2205","1340","1191","9319.6959024"
"Windswept Rod (Det+Det)","Rinascita Hood of Casting (Det+Det+Det+Det+Det)","Rinascita Coat of Casting (Crit+SS+SS+Crit+SS)","Rinascita Armguards of Casting (Det+Det+Det+Det+Det)","Rinascita Poleyns of Casting (DH+Det+SS+DH+DH)","Lunar Envoy's Boots of Casting (Det+Det)","Rinascita Earring of Casting (Det+Det+Det+Det+Det)","Lunar Envoy's Necklace of Casting (SS+SS)","Rinascita Bracelet of Casting (Crit+Crit+Crit+Crit+Crit)","Rinascita Ring of Casting (DH+DH+DH+DH+Det)","Rinascita Ring of Casting (DH+DH+DH+DH+DH)","Garlean Pizza","122","2704","1285","2121","1532","1294","9318.913491888"
"Windswept Rod (Det+Det)","Rinascita Hood of Casting (Det+Det+Det+Det+Det)","Rinascita Coat of Casting (DH+Crit+Crit+Crit+Crit)","Rinascita Armguards of Casting (SS+SS+SS+Det+Det)","Rinascita Poleyns of Casting (DH+SS+SS+DH+DH)","Lunar Envoy's Boots of Casting (Det+Det)","Rinascita Earring of Casting (Det+Det+Det+Det+Det)","Lunar Envoy's Necklace of Casting (DH+DH)","Rinascita Bracelet of Casting (Crit+Det+Crit+Crit+SS)","Rinascita Ring of Casting (Det+Det+Det+Det+Det)","Rinascita Ring of Casting (DH+DH+DH+DH+Det)","Garlean Pizza","122","2704","1285","2121","1532","1299","9318.913491888"
"Windswept Rod (SS+SS)","Rinascita Hood of Casting (SS+SS+SS+SS+SS)","Rinascita Coat of Casting (Crit+Crit+Crit+DH+DH)","Rinascita Armguards of Casting (SS+SS+SS+SS+SS)","Rinascita Poleyns of Casting (SS+SS+SS+SS+SS)","Lunar Envoy's Boots of Casting (SS+SS)","Rinascita Earring of Casting (SS+SS+SS+SS+SS)","Lunar Envoy's Necklace of Casting (SS+SS)","Rinascita Bracelet of Casting (Crit+SS+Crit+Det+Det)","Rinascita Ring of Casting (Det+Det+SS+SS+SS)","Rinascita Ring of Casting (Det+Det+SS+SS+SS)","Carrot Pudding","122","2704","1045","2082","1233","1877","9318.2428585155"
"Windswept Rod (DH+DH)","Rinascita Hood of Casting (Det+Det+Det+Det+Det)","Rinascita Coat of Casting (DH+Crit+Crit+Crit+Crit)","Rinascita Armguards of Casting (DH+SS+SS+Det+Det)","Rinascita Poleyns of Casting (DH+DH+DH+DH+DH)","Lunar Envoy's Boots of Casting (SS+SS)","Rinascita Earring of Casting (DH+SS+Det+SS+SS)","Lunar Envoy's Necklace of Casting (DH+DH)","Rinascita Bracelet of Casting (Crit+Crit+Crit+Crit+Crit)","Rinascita Ring of Casting (Det+Det+DH+Det+Det)","Rinascita Ring of Casting (Det+Det+Det+Det+Det)","Piennolo Tomato Salad","122","2704","1475","2072","1340","1350","9318.0609576"
"Windswept Rod (SS+SS)","Rinascita Hood of Casting (SS+SS+SS+SS+SS)","Rinascita Coat of Casting (Crit+Crit+Crit+DH+DH)","Rinascita Armguards of Casting (SS+SS+SS+SS+SS)","Rinascita Poleyns of Casting (SS+SS+SS+SS+SS)","Lunar Envoy's Boots of Casting (SS+SS)","Rinascita Earring of Casting (SS+SS+SS+SS+SS)","Lunar Envoy's Necklace of Casting (SS+SS)","Rinascita Bracelet of Casting (Det+Det+SS+SS+SS)","Rinascita Ring of Casting (DH+Det+SS+SS+SS)","Rinascita Ring of Casting (Det+Det+SS+SS+SS)","Carrot Pudding","122","2704","1081","2034","1245","1877","9318.00514056"
"Windswept Rod (Det+Det)","Rinascita Hood of Casting (Det+Det+Det+Det+Det)","Rinascita Coat of Casting (DH+Crit+SS+SS+SS)","Rinascita Armguards of Casting (Det+Det+Det+Det+Det)","Rinascita Poleyns of Casting (DH+DH+SS+SS+SS)","Lunar Envoy's Boots of Casting (Det+Det)","Rinascita Earring of Casting (Det+Det+Det+Det+Det)","Lunar Envoy's Necklace of Casting (SS+SS)","Rinascita Bracelet of Casting (Crit+Crit+Det+Det+Det)","Rinascita Ring of Casting (DH+DH+DH+DH+Det)","Rinascita Ring of Casting (DH+DH+DH+DH+DH)","Garlean Pizza","122","2704","1333","2073","1532","1299","9316.30635936"
"Windswept Rod (SS+SS)","Rinascita Hood of Casting (SS+SS+SS+SS+SS)","Rinascita Coat of Casting (Crit+SS+SS+Crit+Crit)","Rinascita Armguards of Casting (SS+SS+SS+SS+SS)","Rinascita Poleyns of Casting (SS+SS+SS+SS+SS)","Lunar Envoy's Boots of Casting (SS+SS)","Rinascita Earring of Casting (Det+SS+DH+DH+Det)","Lunar Envoy's Necklace of Casting (SS+SS)","Rinascita Bracelet of Casting (Det+Det+SS+SS+SS)","Rinascita Ring of Casting (Det+Det+SS+SS+SS)","Rinascita Ring of Casting (Det+Det+SS+SS+SS)","Garlean Pizza","122","2704","1045","2025","1232","1935","9315.329399376"
"Windswept Rod (Det+Det)","Rinascita Hood of Casting (DH+SS+SS+SS+SS)","Rinascita Coat of Casting (Crit+SS+SS+Crit+SS)","Rinascita Armguards of Casting (Det+Det+Det+Det+Det)","Rinascita Poleyns of Casting (Det+Det+SS+SS+SS)","Lunar Envoy's Boots of Casting (Det+Det)","Rinascita Earring of Casting (Det+Det+Det+Det+Det)","Lunar Envoy's Necklace of Casting (SS+SS)","Rinascita Bracelet of Casting (Crit+SS+Crit+Crit+SS)","Rinascita Ring of Casting (DH+DH+DH+DH+DH)","Rinascita Ring of Casting (DH+DH+DH+DH+Det)","Garlean Pizza","122","2704","1261","2073","1436","1453","9314.908049104"
